Driver,Stint,Compound,GP,Year,StintLength
STR,2,HARD,Australian Grand Prix,2024,29
STR,3,HARD,Australian Grand Prix,2024,21
MAG,1,MEDIUM,Australian Grand Prix,2024,7
MAG,2,HARD,Australian Grand Prix,2024,26
MAG,3,HARD,Australian Grand Prix,2024,24
TSU,1,MEDIUM,Australian Grand Prix,2024,9
TSU,2,HARD,Australian Grand Prix,2024,27
TSU,3,HARD,Australian Grand Prix,2024,22
ALB,1,MEDIUM,Australian Grand Prix,2024,6
ALB,2,HARD,Australian Grand Prix,2024,21
ALB,3,HARD,Australian Grand Prix,2024,30
ZHO,1,SOFT,Australian Grand Prix,2024,6
ZHO,2,HARD,Australian Grand Prix,2024,29
ZHO,3,HARD,Australian Grand Prix,2024,22
HUL,1,HARD,Australian Grand Prix,2024,17
HUL,2,MEDIUM,Australian Grand Prix,2024,18
HUL,3,HARD,Australian Grand Prix,2024,23
RIC,1,SOFT,Australian Grand Prix,2024,5
RIC,2,HARD,Australian Grand Prix,2024,24
RIC,3,HARD,Australian Grand Prix,2024,28
OCO,1,MEDIUM,Australian Grand Prix,2024,9
OCO,2,HARD,Australian Grand Prix,2024,7
OCO,3,HARD,Australian Grand Prix,2024,26
OCO,4,HARD,Australian Grand Prix,2024,15
NOR,1,MEDIUM,Australian Grand Prix,2024,14
NOR,2,HARD,Australian Grand Prix,2024,26
NOR,3,HARD,Australian Grand Prix,2024,18
HAM,1,SOFT,Australian Grand Prix,2024,7
HAM,2,HARD,Australian Grand Prix,2024,9
SAI,1,MEDIUM,Australian Grand Prix,2024,16
SAI,2,HARD,Australian Grand Prix,2024,25
SAI,3,HARD,Australian Grand Prix,2024,17
RUS,1,MEDIUM,Australian Grand Prix,2024,8
RUS,2,HARD,Australian Grand Prix,2024,37
RUS,3,HARD,Australian Grand Prix,2024,12
BOT,1,MEDIUM,Australian Grand Prix,2024,8
BOT,2,HARD,Australian Grand Prix,2024,28
BOT,3,HARD,Australian Grand Prix,2024,21
PIA,1,MEDIUM,Australian Grand Prix,2024,9
PIA,2,HARD,Australian Grand Prix,2024,30
PIA,3,HARD,Australian Grand Prix,2024,19
VER,1,MEDIUM,Japanese Grand Prix,2024,1
VER,2,MEDIUM,Japanese Grand Prix,2024,15
VER,3,MEDIUM,Japanese Grand Prix,2024,18
VER,4,HARD,Japanese Grand Prix,2024,19
PER,1,MEDIUM,Japanese Grand Prix,2024,1
PER,2,MEDIUM,Japanese Grand Prix,2024,14
PER,3,MEDIUM,Japanese Grand Prix,2024,18
PER,4,HARD,Japanese Grand Prix,2024,20
SAI,1,MEDIUM,Japanese Grand Prix,2024,1
SAI,2,MEDIUM,Japanese Grand Prix,2024,14
SAI,3,MEDIUM,Japanese Grand Prix,2024,21
SAI,4,HARD,Japanese Grand Prix,2024,17
LEC,1,MEDIUM,Japanese Grand Prix,2024,1
LEC,2,MEDIUM,Japanese Grand Prix,2024,25
LEC,3,HARD,Japanese Grand Prix,2024,27
NOR,1,MEDIUM,Japanese Grand Prix,2024,1
NOR,2,MEDIUM,Japanese Grand Prix,2024,10
NOR,3,HARD,Japanese Grand Prix,2024,15
NOR,4,HARD,Japanese Grand Prix,2024,27
ALO,1,SOFT,Japanese Grand Prix,2024,1
ALO,2,SOFT,Japanese Grand Prix,2024,12
ALO,3,MEDIUM,Japanese Grand Prix,2024,20
ALO,4,HARD,Japanese Grand Prix,2024,20
RUS,1,MEDIUM,Japanese Grand Prix,2024,1
RUS,2,HARD,Japanese Grand Prix,2024,21
RUS,3,HARD,Japanese Grand Prix,2024,15
RUS,4,MEDIUM,Japanese Grand Prix,2024,16
PIA,1,MEDIUM,Japanese Grand Prix,2024,1
PIA,2,MEDIUM,Japanese Grand Prix,2024,11
PIA,3,HARD,Japanese Grand Prix,2024,20
PIA,4,HARD,Japanese Grand Prix,2024,21
HAM,1,MEDIUM,Japanese Grand Prix,2024,1
HAM,2,HARD,Japanese Grand Prix,2024,22
HAM,3,HARD,Japanese Grand Prix,2024,16
HAM,4,MEDIUM,Japanese Grand Prix,2024,14
TSU,1,MEDIUM,Japanese Grand Prix,2024,1
TSU,2,SOFT,Japanese Grand Prix,2024,6
TSU,3,HARD,Japanese Grand Prix,2024,15
TSU,4,HARD,Japanese Grand Prix,2024,30
HUL,1,SOFT,Japanese Grand Prix,2024,1
HUL,2,SOFT,Japanese Grand Prix,2024,4
HUL,3,HARD,Japanese Grand Prix,2024,28
HUL,4,HARD,Japanese Grand Prix,2024,19
STR,1,SOFT,Japanese Grand Prix,2024,1
STR,2,SOFT,Japanese Grand Prix,2024,11
STR,3,MEDIUM,Japanese Grand Prix,2024,10
STR,4,HARD,Japanese Grand Prix,2024,12
STR,5,SOFT,Japanese Grand Prix,2024,18
MAG,1,MEDIUM,Japanese Grand Prix,2024,1
MAG,2,MEDIUM,Japanese Grand Prix,2024,21
MAG,3,HARD,Japanese Grand Prix,2024,30
BOT,1,SOFT,Japanese Grand Prix,2024,1
BOT,2,SOFT,Japanese Grand Prix,2024,5
BOT,3,HARD,Japanese Grand Prix,2024,16
BOT,4,HARD,Japanese Grand Prix,2024,30
OCO,1,SOFT,Japanese Grand Prix,2024,1
OCO,2,HARD,Japanese Grand Prix,2024,18
OCO,3,HARD,Japanese Grand Prix,2024,14
OCO,4,MEDIUM,Japanese Grand Prix,2024,19
GAS,1,SOFT,Japanese Grand Prix,2024,1
GAS,2,HARD,Japanese Grand Prix,2024,15
GAS,3,MEDIUM,Japanese Grand Prix,2024,16
GAS,4,HARD,Japanese Grand Prix,2024,20
SAR,1,SOFT,Japanese Grand Prix,2024,1
SAR,2,HARD,Japanese Grand Prix,2024,21
SAR,3,HARD,Japanese Grand Prix,2024,12
SAR,4,MEDIUM,Japanese Grand Prix,2024,7
SAR,5,SOFT,Japanese Grand Prix,2024,11
ZHO,1,MEDIUM,Japanese Grand Prix,2024,1
ZHO,2,SOFT,Japanese Grand Prix,2024,6
ZHO,3,HARD,Japanese Grand Prix,2024,4
ZHO,4,HARD,Japanese Grand Prix,2024,1
RIC,1,MEDIUM,Japanese Grand Prix,2024,1
ALB,1,SOFT,Japanese Grand Prix,2024,1
VER,1,MEDIUM,Chinese Grand Prix,2024,13
VER,2,HARD,Chinese Grand Prix,2024,10
VER,3,HARD,Chinese Grand Prix,2024,33
GAS,1,MEDIUM,Chinese Grand Prix,2024,11
GAS,2,HARD,Chinese Grand Prix,2024,12
GAS,3,HARD,Chinese Grand Prix,2024,15
GAS,4,MEDIUM,Chinese Grand Prix,2024,18
PER,1,MEDIUM,Chinese Grand Prix,2024,13
PER,2,HARD,Chinese Grand Prix,2024,10
PER,3,HARD,Chinese Grand Prix,2024,33
ALO,1,MEDIUM,Chinese Grand Prix,2024,11
ALO,2,HARD,Chinese Grand Prix,2024,12
ALO,3,SOFT,Chinese Grand Prix,2024,20
ALO,4,MEDIUM,Chinese Grand Prix,2024,13
LEC,1,MEDIUM,Chinese Grand Prix,2024,21
LEC,2,HARD,Chinese Grand Prix,2024,35
STR,1,SOFT,Chinese Grand Prix,2024,9
STR,2,MEDIUM,Chinese Grand Prix,2024,12
STR,3,HARD,Chinese Grand Prix,2024,5
STR,4,MEDIUM,Chinese Grand Prix,2024,9
STR,5,HARD,Chinese Grand Prix,2024,21
SAR,1,SOFT,Chinese Grand Prix,2024,12
SAR,2,MEDIUM,Chinese Grand Prix,2024,12
SAR,3,HARD,Chinese Grand Prix,2024,32
MAG,1,HARD,Chinese Grand Prix,2024,17
MAG,2,HARD,Chinese Grand Prix,2024,10
MAG,3,MEDIUM,Chinese Grand Prix,2024,29
TSU,1,SOFT,Chinese Grand Prix,2024,8
TSU,2,MEDIUM,Chinese Grand Prix,2024,15
TSU,3,HARD,Chinese Grand Prix,2024,4
ALB,1,MEDIUM,Chinese Grand Prix,2024,9
ALB,2,MEDIUM,Chinese Grand Prix,2024,14
ALB,3,HARD,Chinese Grand Prix,2024,33
ZHO,1,MEDIUM,Chinese Grand Prix,2024,8
ZHO,2,HARD,Chinese Grand Prix,2024,15
ZHO,3,HARD,Chinese Grand Prix,2024,17
ZHO,4,SOFT,Chinese Grand Prix,2024,16
HUL,1,MEDIUM,Chinese Grand Prix,2024,8
HUL,2,HARD,Chinese Grand Prix,2024,15
HUL,3,HARD,Chinese Grand Prix,2024,33
RIC,1,MEDIUM,Chinese Grand Prix,2024,14
RIC,2,MEDIUM,Chinese Grand Prix,2024,19
OCO,1,MEDIUM,Chinese Grand Prix,2024,9
OCO,2,HARD,Chinese Grand Prix,2024,14
OCO,3,HARD,Chinese Grand Prix,2024,33
NOR,1,MEDIUM,Chinese Grand Prix,2024,22
NOR,2,HARD,Chinese Grand Prix,2024,34
HAM,1,SOFT,Chinese Grand Prix,2024,9
HAM,2,MEDIUM,Chinese Grand Prix,2024,12
HAM,3,HARD,Chinese Grand Prix,2024,35
SAI,1,MEDIUM,Chinese Grand Prix,2024,17
SAI,2,HARD,Chinese Grand Prix,2024,39
RUS,1,MEDIUM,Chinese Grand Prix,2024,11
RUS,2,MEDIUM,Chinese Grand Prix,2024,12
RUS,3,HARD,Chinese Grand Prix,2024,33
BOT,1,MEDIUM,Chinese Grand Prix,2024,9
BOT,2,HARD,Chinese Grand Prix,2024,11
PIA,1,MEDIUM,Chinese Grand Prix,2024,16
PIA,2,MEDIUM,Chinese Grand Prix,2024,8
PIA,3,HARD,Chinese Grand Prix,2024,32
VER,1,MEDIUM,Miami Grand Prix,2024,23
VER,2,HARD,Miami Grand Prix,2024,34
GAS,1,MEDIUM,Miami Grand Prix,2024,12
GAS,2,HARD,Miami Grand Prix,2024,45
PER,1,MEDIUM,Miami Grand Prix,2024,17
PER,2,HARD,Miami Grand Prix,2024,11
PER,3,MEDIUM,Miami Grand Prix,2024,29
ALO,1,HARD,Miami Grand Prix,2024,22
ALO,2,MEDIUM,Miami Grand Prix,2024,35
LEC,1,MEDIUM,Miami Grand Prix,2024,19
LEC,2,HARD,Miami Grand Prix,2024,38
STR,1,MEDIUM,Miami Grand Prix,2024,11
STR,2,HARD,Miami Grand Prix,2024,17
STR,3,MEDIUM,Miami Grand Prix,2024,29
SAR,1,MEDIUM,Miami Grand Prix,2024,11
SAR,2,HARD,Miami Grand Prix,2024,17
MAG,1,HARD,Miami Grand Prix,2024,22
MAG,2,MEDIUM,Miami Grand Prix,2024,6
MAG,3,MEDIUM,Miami Grand Prix,2024,3
MAG,4,MEDIUM,Miami Grand Prix,2024,26
TSU,1,MEDIUM,Miami Grand Prix,2024,28
TSU,2,HARD,Miami Grand Prix,2024,29
ALB,1,MEDIUM,Miami Grand Prix,2024,10
ALB,2,HARD,Miami Grand Prix,2024,43
ALB,3,SOFT,Miami Grand Prix,2024,4
ZHO,1,MEDIUM,Miami Grand Prix,2024,28
ZHO,2,SOFT,Miami Grand Prix,2024,29
HUL,1,MEDIUM,Miami Grand Prix,2024,12
HUL,2,HARD,Miami Grand Prix,2024,16
HUL,3,MEDIUM,Miami Grand Prix,2024,29
RIC,1,HARD,Miami Grand Prix,2024,28
RIC,2,MEDIUM,Miami Grand Prix,2024,29
OCO,1,MEDIUM,Miami Grand Prix,2024,22
OCO,2,HARD,Miami Grand Prix,2024,35
NOR,1,MEDIUM,Miami Grand Prix,2024,29
NOR,2,HARD,Miami Grand Prix,2024,28
HAM,1,HARD,Miami Grand Prix,2024,26
HAM,2,MEDIUM,Miami Grand Prix,2024,31
SAI,1,MEDIUM,Miami Grand Prix,2024,27
SAI,2,HARD,Miami Grand Prix,2024,30
RUS,1,MEDIUM,Miami Grand Prix,2024,24
RUS,2,HARD,Miami Grand Prix,2024,33
BOT,1,SOFT,Miami Grand Prix,2024,11
BOT,2,HARD,Miami Grand Prix,2024,18
BOT,3,MEDIUM,Miami Grand Prix,2024,28
PIA,1,MEDIUM,Miami Grand Prix,2024,27
PIA,2,HARD,Miami Grand Prix,2024,13
PIA,3,MEDIUM,Miami Grand Prix,2024,17
VER,1,MEDIUM,Emilia Romagna Grand Prix,2024,24
VER,2,HARD,Emilia Romagna Grand Prix,2024,39
NOR,1,MEDIUM,Emilia Romagna Grand Prix,2024,22
NOR,2,HARD,Emilia Romagna Grand Prix,2024,41
LEC,1,MEDIUM,Emilia Romagna Grand Prix,2024,25
LEC,2,HARD,Emilia Romagna Grand Prix,2024,38
PIA,1,MEDIUM,Emilia Romagna Grand Prix,2024,23
PIA,2,HARD,Emilia Romagna Grand Prix,2024,40
SAI,1,MEDIUM,Emilia Romagna Grand Prix,2024,27
SAI,2,HARD,Emilia Romagna Grand Prix,2024,36
HAM,1,MEDIUM,Emilia Romagna Grand Prix,2024,27
HAM,2,HARD,Emilia Romagna Grand Prix,2024,36
RUS,1,MEDIUM,Emilia Romagna Grand Prix,2024,21
RUS,2,HARD,Emilia Romagna Grand Prix,2024,31
RUS,3,MEDIUM,Emilia Romagna Grand Prix,2024,11
PER,1,HARD,Emilia Romagna Grand Prix,2024,37
PER,2,MEDIUM,Emilia Romagna Grand Prix,2024,26
STR,1,MEDIUM,Emilia Romagna Grand Prix,2024,37
STR,2,HARD,Emilia Romagna Grand Prix,2024,26
TSU,1,MEDIUM,Emilia Romagna Grand Prix,2024,12
TSU,2,HARD,Emilia Romagna Grand Prix,2024,50
HUL,1,MEDIUM,Emilia Romagna Grand Prix,2024,13
HUL,2,HARD,Emilia Romagna Grand Prix,2024,49
MAG,1,MEDIUM,Emilia Romagna Grand Prix,2024,37
MAG,2,HARD,Emilia Romagna Grand Prix,2024,25
RIC,1,MEDIUM,Emilia Romagna Grand Prix,2024,11
RIC,2,HARD,Emilia Romagna Grand Prix,2024,51
OCO,1,MEDIUM,Emilia Romagna Grand Prix,2024,25
OCO,2,HARD,Emilia Romagna Grand Prix,2024,37
ZHO,1,HARD,Emilia Romagna Grand Prix,2024,33
ZHO,2,MEDIUM,Emilia Romagna Grand Prix,2024,29
GAS,1,SOFT,Emilia Romagna Grand Prix,2024,8
GAS,2,HARD,Emilia Romagna Grand Prix,2024,22
GAS,3,MEDIUM,Emilia Romagna Grand Prix,2024,32
SAR,1,HARD,Emilia Romagna Grand Prix,2024,31
SAR,2,MEDIUM,Emilia Romagna Grand Prix,2024,31
BOT,1,MEDIUM,Emilia Romagna Grand Prix,2024,8
BOT,2,HARD,Emilia Romagna Grand Prix,2024,54
ALO,1,SOFT,Emilia Romagna Grand Prix,2024,7
ALO,2,HARD,Emilia Romagna Grand Prix,2024,33
ALO,3,MEDIUM,Emilia Romagna Grand Prix,2024,19
ALO,4,SOFT,Emilia Romagna Grand Prix,2024,3
ALB,1,MEDIUM,Emilia Romagna Grand Prix,2024,8
ALB,2,HARD,Emilia Romagna Grand Prix,2024,1
ALB,3,MEDIUM,Emilia Romagna Grand Prix,2024,14
ALB,4,MEDIUM,Emilia Romagna Grand Prix,2024,5
ALB,5,MEDIUM,Emilia Romagna Grand Prix,2024,23
LEC,1,MEDIUM,Monaco Grand Prix,2024,1
LEC,2,HARD,Monaco Grand Prix,2024,77
PIA,1,MEDIUM,Monaco Grand Prix,2024,1
PIA,2,HARD,Monaco Grand Prix,2024,77
SAI,1,MEDIUM,Monaco Grand Prix,2024,1
SAI,2,HARD,Monaco Grand Prix,2024,77
NOR,1,MEDIUM,Monaco Grand Prix,2024,1
NOR,2,HARD,Monaco Grand Prix,2024,77
RUS,1,HARD,Monaco Grand Prix,2024,1
RUS,2,MEDIUM,Monaco Grand Prix,2024,77
VER,1,HARD,Monaco Grand Prix,2024,1
VER,2,MEDIUM,Monaco Grand Prix,2024,51
VER,3,HARD,Monaco Grand Prix,2024,26
HAM,1,HARD,Monaco Grand Prix,2024,1
HAM,2,MEDIUM,Monaco Grand Prix,2024,50
HAM,3,HARD,Monaco Grand Prix,2024,27
TSU,1,MEDIUM,Monaco Grand Prix,2024,1
TSU,2,HARD,Monaco Grand Prix,2024,76
ALB,1,MEDIUM,Monaco Grand Prix,2024,1
ALB,2,HARD,Monaco Grand Prix,2024,76
GAS,1,HARD,Monaco Grand Prix,2024,1
GAS,2,MEDIUM,Monaco Grand Prix,2024,76
ALO,1,HARD,Monaco Grand Prix,2024,1
ALO,2,MEDIUM,Monaco Grand Prix,2024,75
RIC,1,MEDIUM,Monaco Grand Prix,2024,1
RIC,2,HARD,Monaco Grand Prix,2024,75
BOT,1,HARD,Monaco Grand Prix,2024,1
BOT,2,MEDIUM,Monaco Grand Prix,2024,14
BOT,3,HARD,Monaco Grand Prix,2024,61
STR,1,HARD,Monaco Grand Prix,2024,1
STR,2,MEDIUM,Monaco Grand Prix,2024,41
STR,3,HARD,Monaco Grand Prix,2024,6
STR,4,SOFT,Monaco Grand Prix,2024,28
SAR,1,HARD,Monaco Grand Prix,2024,1
SAR,2,HARD,Monaco Grand Prix,2024,56
SAR,3,MEDIUM,Monaco Grand Prix,2024,19
ZHO,1,MEDIUM,Monaco Grand Prix,2024,1
ZHO,2,HARD,Monaco Grand Prix,2024,69
ZHO,3,SOFT,Monaco Grand Prix,2024,6
OCO,1,HARD,Monaco Grand Prix,2024,1
PER,1,HARD,Monaco Grand Prix,2024,1
HUL,1,MEDIUM,Monaco Grand Prix,2024,1
MAG,1,HARD,Monaco Grand Prix,2024,1
VER,1,SOFT,Spanish Grand Prix,2024,17
VER,2,MEDIUM,Spanish Grand Prix,2024,27
VER,3,SOFT,Spanish Grand Prix,2024,22
NOR,1,SOFT,Spanish Grand Prix,2024,23
NOR,2,MEDIUM,Spanish Grand Prix,2024,24
NOR,3,SOFT,Spanish Grand Prix,2024,19
HAM,1,SOFT,Spanish Grand Prix,2024,16
HAM,2,MEDIUM,Spanish Grand Prix,2024,27
HAM,3,SOFT,Spanish Grand Prix,2024,23
RUS,1,SOFT,Spanish Grand Prix,2024,15
RUS,2,MEDIUM,Spanish Grand Prix,2024,21
RUS,3,HARD,Spanish Grand Prix,2024,30
LEC,1,SOFT,Spanish Grand Prix,2024,24
LEC,2,MEDIUM,Spanish Grand Prix,2024,23
LEC,3,SOFT,Spanish Grand Prix,2024,19
SAI,1,SOFT,Spanish Grand Prix,2024,15
SAI,2,MEDIUM,Spanish Grand Prix,2024,21
SAI,3,HARD,Spanish Grand Prix,2024,30
PIA,1,SOFT,Spanish Grand Prix,2024,21
PIA,2,MEDIUM,Spanish Grand Prix,2024,25
PIA,3,SOFT,Spanish Grand Prix,2024,20
PER,1,SOFT,Spanish Grand Prix,2024,13
PER,2,SOFT,Spanish Grand Prix,2024,18
PER,3,MEDIUM,Spanish Grand Prix,2024,18
PER,4,SOFT,Spanish Grand Prix,2024,17
GAS,1,SOFT,Spanish Grand Prix,2024,14
GAS,2,MEDIUM,Spanish Grand Prix,2024,24
GAS,3,HARD,Spanish Grand Prix,2024,28
OCO,1,SOFT,Spanish Grand Prix,2024,13
OCO,2,MEDIUM,Spanish Grand Prix,2024,24
OCO,3,HARD,Spanish Grand Prix,2024,29
HUL,1,SOFT,Spanish Grand Prix,2024,12
HUL,2,MEDIUM,Spanish Grand Prix,2024,26
HUL,3,HARD,Spanish Grand Prix,2024,28
ALO,1,SOFT,Spanish Grand Prix,2024,19
ALO,2,MEDIUM,Spanish Grand Prix,2024,26
ALO,3,HARD,Spanish Grand Prix,2024,20
ZHO,1,SOFT,Spanish Grand Prix,2024,9
ZHO,2,MEDIUM,Spanish Grand Prix,2024,32
ZHO,3,HARD,Spanish Grand Prix,2024,24
STR,1,SOFT,Spanish Grand Prix,2024,17
STR,2,MEDIUM,Spanish Grand Prix,2024,20
STR,3,HARD,Spanish Grand Prix,2024,28
RIC,1,SOFT,Spanish Grand Prix,2024,16
RIC,2,MEDIUM,Spanish Grand Prix,2024,26
RIC,3,HARD,Spanish Grand Prix,2024,23
BOT,1,SOFT,Spanish Grand Prix,2024,11
BOT,2,SOFT,Spanish Grand Prix,2024,17
BOT,3,HARD,Spanish Grand Prix,2024,37
MAG,1,SOFT,Spanish Grand Prix,2024,10
MAG,2,MEDIUM,Spanish Grand Prix,2024,19
MAG,3,HARD,Spanish Grand Prix,2024,36
ALB,1,MEDIUM,Spanish Grand Prix,2024,18
ALB,2,SOFT,Spanish Grand Prix,2024,25
ALB,3,SOFT,Spanish Grand Prix,2024,22
TSU,1,SOFT,Spanish Grand Prix,2024,9
TSU,2,MEDIUM,Spanish Grand Prix,2024,18
TSU,3,HARD,Spanish Grand Prix,2024,17
TSU,4,SOFT,Spanish Grand Prix,2024,21
SAR,1,SOFT,Spanish Grand Prix,2024,14
SAR,2,MEDIUM,Spanish Grand Prix,2024,20
SAR,3,HARD,Spanish Grand Prix,2024,30
RUS,1,MEDIUM,Austrian Grand Prix,2024,22
RUS,2,MEDIUM,Austrian Grand Prix,2024,24
RUS,3,HARD,Austrian Grand Prix,2024,25
PIA,1,MEDIUM,Austrian Grand Prix,2024,25
PIA,2,HARD,Austrian Grand Prix,2024,26
PIA,3,MEDIUM,Austrian Grand Prix,2024,20
SAI,1,MEDIUM,Austrian Grand Prix,2024,22
SAI,2,HARD,Austrian Grand Prix,2024,25
SAI,3,MEDIUM,Austrian Grand Prix,2024,24
HAM,1,MEDIUM,Austrian Grand Prix,2024,21
HAM,2,HARD,Austrian Grand Prix,2024,32
HAM,3,MEDIUM,Austrian Grand Prix,2024,18
VER,1,MEDIUM,Austrian Grand Prix,2024,23
VER,2,HARD,Austrian Grand Prix,2024,28
VER,3,MEDIUM,Austrian Grand Prix,2024,13
VER,4,SOFT,Austrian Grand Prix,2024,7
HUL,1,MEDIUM,Austrian Grand Prix,2024,11
HUL,2,HARD,Austrian Grand Prix,2024,28
HUL,3,HARD,Austrian Grand Prix,2024,32
PER,1,MEDIUM,Austrian Grand Prix,2024,21
PER,2,HARD,Austrian Grand Prix,2024,30
PER,3,MEDIUM,Austrian Grand Prix,2024,20
MAG,1,MEDIUM,Austrian Grand Prix,2024,10
MAG,2,HARD,Austrian Grand Prix,2024,28
MAG,3,HARD,Austrian Grand Prix,2024,33
RIC,1,MEDIUM,Austrian Grand Prix,2024,10
RIC,2,HARD,Austrian Grand Prix,2024,27
RIC,3,HARD,Austrian Grand Prix,2024,34
GAS,1,MEDIUM,Austrian Grand Prix,2024,20
GAS,2,HARD,Austrian Grand Prix,2024,22
GAS,3,MEDIUM,Austrian Grand Prix,2024,29
LEC,1,MEDIUM,Austrian Grand Prix,2024,1
LEC,2,HARD,Austrian Grand Prix,2024,15
LEC,3,MEDIUM,Austrian Grand Prix,2024,17
LEC,4,MEDIUM,Austrian Grand Prix,2024,18
LEC,5,MEDIUM,Austrian Grand Prix,2024,20
OCO,1,MEDIUM,Austrian Grand Prix,2024,19
OCO,2,HARD,Austrian Grand Prix,2024,24
OCO,3,MEDIUM,Austrian Grand Prix,2024,28
STR,1,MEDIUM,Austrian Grand Prix,2024,20
STR,2,MEDIUM,Austrian Grand Prix,2024,23
STR,3,HARD,Austrian Grand Prix,2024,27
TSU,1,MEDIUM,Austrian Grand Prix,2024,21
TSU,2,HARD,Austrian Grand Prix,2024,23
TSU,3,HARD,Austrian Grand Prix,2024,26
ALB,1,MEDIUM,Austrian Grand Prix,2024,12
ALB,2,HARD,Austrian Grand Prix,2024,27
ALB,3,HARD,Austrian Grand Prix,2024,31
BOT,1,MEDIUM,Austrian Grand Prix,2024,19
BOT,2,HARD,Austrian Grand Prix,2024,23
BOT,3,HARD,Austrian Grand Prix,2024,28
ZHO,1,HARD,Austrian Grand Prix,2024,28
ZHO,2,MEDIUM,Austrian Grand Prix,2024,23
ZHO,3,HARD,Austrian Grand Prix,2024,19
ALO,1,MEDIUM,Austrian Grand Prix,2024,11
ALO,2,MEDIUM,Austrian Grand Prix,2024,24
ALO,3,HARD,Austrian Grand Prix,2024,33
ALO,4,SOFT,Austrian Grand Prix,2024,2
SAR,1,MEDIUM,Austrian Grand Prix,2024,1
SAR,2,MEDIUM,Austrian Grand Prix,2024,19
SAR,3,HARD,Austrian Grand Prix,2024,29
SAR,4,MEDIUM,Austrian Grand Prix,2024,20
NOR,1,MEDIUM,Austrian Grand Prix,2024,23
NOR,2,HARD,Austrian Grand Prix,2024,28
NOR,3,MEDIUM,Austrian Grand Prix,2024,13
PIA,1,MEDIUM,Hungarian Grand Prix,2024,18
PIA,2,HARD,Hungarian Grand Prix,2024,29
PIA,3,MEDIUM,Hungarian Grand Prix,2024,23
NOR,1,MEDIUM,Hungarian Grand Prix,2024,17
NOR,2,HARD,Hungarian Grand Prix,2024,28
NOR,3,MEDIUM,Hungarian Grand Prix,2024,25
HAM,1,MEDIUM,Hungarian Grand Prix,2024,16
HAM,2,HARD,Hungarian Grand Prix,2024,24
HAM,3,HARD,Hungarian Grand Prix,2024,30
LEC,1,MEDIUM,Hungarian Grand Prix,2024,23
LEC,2,HARD,Hungarian Grand Prix,2024,17
LEC,3,MEDIUM,Hungarian Grand Prix,2024,30
VER,1,MEDIUM,Hungarian Grand Prix,2024,21
VER,2,HARD,Hungarian Grand Prix,2024,28
VER,3,MEDIUM,Hungarian Grand Prix,2024,21
SAI,1,MEDIUM,Hungarian Grand Prix,2024,21
SAI,2,HARD,Hungarian Grand Prix,2024,26
SAI,3,MEDIUM,Hungarian Grand Prix,2024,23
PER,1,HARD,Hungarian Grand Prix,2024,28
PER,2,MEDIUM,Hungarian Grand Prix,2024,19
PER,3,MEDIUM,Hungarian Grand Prix,2024,23
RUS,1,HARD,Hungarian Grand Prix,2024,33
RUS,2,MEDIUM,Hungarian Grand Prix,2024,20
RUS,3,HARD,Hungarian Grand Prix,2024,17
TSU,1,MEDIUM,Hungarian Grand Prix,2024,29
TSU,2,HARD,Hungarian Grand Prix,2024,41
STR,1,SOFT,Hungarian Grand Prix,2024,14
STR,2,MEDIUM,Hungarian Grand Prix,2024,31
STR,3,HARD,Hungarian Grand Prix,2024,25
ALO,1,SOFT,Hungarian Grand Prix,2024,7
ALO,2,MEDIUM,Hungarian Grand Prix,2024,30
ALO,3,HARD,Hungarian Grand Prix,2024,33
RIC,1,MEDIUM,Hungarian Grand Prix,2024,7
RIC,2,HARD,Hungarian Grand Prix,2024,21
RIC,3,HARD,Hungarian Grand Prix,2024,41
HUL,1,MEDIUM,Hungarian Grand Prix,2024,2
HUL,2,HARD,Hungarian Grand Prix,2024,27
HUL,3,HARD,Hungarian Grand Prix,2024,40
ALB,1,SOFT,Hungarian Grand Prix,2024,6
ALB,2,HARD,Hungarian Grand Prix,2024,23
ALB,3,HARD,Hungarian Grand Prix,2024,40
MAG,1,SOFT,Hungarian Grand Prix,2024,6
MAG,2,HARD,Hungarian Grand Prix,2024,28
MAG,3,HARD,Hungarian Grand Prix,2024,35
BOT,1,MEDIUM,Hungarian Grand Prix,2024,16
BOT,2,HARD,Hungarian Grand Prix,2024,29
BOT,3,HARD,Hungarian Grand Prix,2024,24
SAR,1,MEDIUM,Hungarian Grand Prix,2024,8
SAR,2,HARD,Hungarian Grand Prix,2024,25
SAR,3,HARD,Hungarian Grand Prix,2024,30
SAR,4,SOFT,Hungarian Grand Prix,2024,6
OCO,1,MEDIUM,Hungarian Grand Prix,2024,6
OCO,2,HARD,Hungarian Grand Prix,2024,24
OCO,3,HARD,Hungarian Grand Prix,2024,34
OCO,4,SOFT,Hungarian Grand Prix,2024,5
ZHO,1,MEDIUM,Hungarian Grand Prix,2024,7
ZHO,2,HARD,Hungarian Grand Prix,2024,29
ZHO,3,HARD,Hungarian Grand Prix,2024,33
GAS,1,HARD,Hungarian Grand Prix,2024,28
GAS,2,MEDIUM,Hungarian Grand Prix,2024,5
HAM,1,MEDIUM,Belgian Grand Prix,2024,11
HAM,2,HARD,Belgian Grand Prix,2024,15
HAM,3,HARD,Belgian Grand Prix,2024,18
PIA,1,MEDIUM,Belgian Grand Prix,2024,11
PIA,2,HARD,Belgian Grand Prix,2024,19
